id,name,gender,birth_date,birth_city,birth_country,birth_continent,alive,prize_year,prize_category,prize_sort_order,prize_portion,prize_status,prize_motivation,prize_amount_adjusted,prize_affiliation_name,prize_affiliation_city,prize_affiliation_country,age
464,Élie Ducommun,male,1833,Geneva,Switzerland,Europe,0,1902,Peace,1,1/2,received,for his untiring and skilful directorship of the Bern Peace Bureau,9907798,,,,69
548,Elie Wiesel,male,1928,Sighet,Romania,Europe,0,1986,Peace,1,1,received,"for being a messenger to mankind: his message is one of peace, atonement and dignity",5038251,,,,58
480,Elihu Root,male,1845,"Clinton, NY",USA,North America,0,1912,Peace,1,1,received,for bringing about better understanding between the countries of North and South America and initiating important arbitration agreements between the United States and other countries,8302492,,,,67
846,Elinor Ostrom,female,1933,"Los Angeles, CA",USA,North America,0,2009,Economic Sciences,1,1/2,received,"for her analysis of economic governance, especially the commons",13471654,Indiana University,"Bloomington, IN",USA,76
835,Elizabeth H. Blackburn,female,1948,"Hobart, Tasmania",Australia,Oceania,1,2009,Physiology or Medicine,1,1/3,received,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,13471654,University of California,"San Francisco, CA",USA,61
869,Ellen Johnson Sirleaf,female,1938,Monrovia,Liberia,Africa,1,2011,Peace,1,1/3,received,for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work,12964004,,,,73
161,Emil Fischer,male,1852,Euskirchen,Germany,Europe,0,1902,Chemistry,1,1,received,in recognition of the extraordinary services he has rendered by his work on sugar and purine syntheses,9907798,Berlin University,Berlin,Germany,50
293,Emil von Behring,male,1854,Lawice,Poland,Europe,0,1901,Physiology or Medicine,1,1,received,"for his work on serum therapy, especially its application against diphtheria, by which he has opened a new road in the domain of medical science and thereby placed in the hands of the physician a victorious weapon against illness and deaths",10531894,Marburg University,Marburg,Germany,47
72,Emilio Segrè,male,1905,Tivoli,Italy,Europe,0,1959,Physics,1,1/2,received,for their discovery of the antiproton,3324593,University of California,"Berkeley, CA",USA,54
506,Emily Greene Balch,female,1867,"Boston, MA",USA,North America,0,1946,Peace,1,1/2,received,for her lifelong work for the cause of peace,3078163,,,,79
991,Emmanuelle Charpentier,female,1968,Juvisy-sur-Orge,France,Europe,1,2020,Chemistry,1,1/2,received,for the development of a method for genome editing,12017727,Max Planck Unit for the Science of Pathogens,Berlin,Germany,52
46,Enrico Fermi,male,1901,Rome,Italy,Europe,0,1938,Physics,1,1,received,"for his demonstrations of the existence of new radioactive elements produced by neutron irradiation, and for his related discovery of nuclear reactions brought about by slow neutrons",5585195,Rome University,Rome,Italy,37
909,Eric Betzig,male,1960,"Ann Arbor, MI",USA,North America,1,2014,Chemistry,1,1/3,received,for the development of super-resolved fluorescence microscopy,10301676,"Janelia Research Campus, Howard Hughes Medical Institute","Ashburn, VA",USA,54
738,Eric Cornell,male,1961,"Palo Alto, CA",USA,North America,1,2001,Physics,1,1/3,received,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",15114754,"University of Colorado, JILA","Boulder, CO",USA,40
454,Eric F. Wieschaus,male,1947,"South Bend, IN",USA,North America,1,1995,Physiology or Medicine,3,1/3,received,for their discoveries concerning the genetic control of early embryonic development,11406186,Princeton University,"Princeton, NJ",USA,48
724,Eric Kandel,male,1929,Vienna,Austria,Europe,1,2000,Physiology or Medicine,3,1/3,received,for their discoveries concerning signal transduction in the nervous system,13932169,Columbia University,"New York, NY",USA,71
821,Eric S. Maskin,male,1950,"New York, NY",USA,North America,1,2007,Economic Sciences,2,1/3,received,for having laid the foundations of mechanism design theory,13893912,Institute for Advanced Study,"Princeton, NJ",USA,57
604,Erik Axel Karlfeldt,male,1864,Karlbo,Sweden,Europe,0,1931,Literature,1,1,received,The poetry of Erik Axel Karlfeldt,6439352,,,,67
625,Ernest Hemingway,male,1899,"Oak Park, IL",USA,North America,0,1954,Literature,1,1,received,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",3245708,,,,55
47,Ernest Lawrence,male,1901,"Canton, SD",USA,North America,0,1939,Physics,1,1,received,"for the invention and development of the cyclotron and for results obtained with it, especially with regard to artificial radioactive elements",5197496,University of California,"Berkeley, CA",USA,38
167,Ernest Rutherford,male,1871,Nelson,New Zealand,Oceania,0,1908,Chemistry,1,1,received,"for his investigations into the disintegration of the elements, and the chemistry of radioactive substances",8709162,Victoria University,Manchester,United Kingdom,37
57,Ernest T.S. Walton,male,1903,Dungarvan,Ireland,Europe,0,1951,Physics,2,1/2,received,for their pioneer work on the transmutation of atomic nuclei by artificially accelerated atomic particles,3302100,Trinity College,Dublin,Ireland,48
471,Ernesto Teodoro Moneta,male,1833,Milan,Italy,Europe,0,1907,Peace,1,1/2,received,"for his work in the press and in peace meetings, both public and private, for an understanding between France and Italy",8646616,,,,74
340,Ernst B. Chain,male,1906,Berlin,Germany,Europe,0,1945,Physiology or Medicine,2,1/3,received,for the discovery of penicillin and its curative effect in various infectious diseases,3073325,University of Oxford,Oxford,United Kingdom,39
244,Ernst Otto Fischer,male,1918,Munich,Germany,Europe,0,1973,Chemistry,1,1/2,received,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",4095993,Technical University,Munich,Germany,55
127,Ernst Ruska,male,1906,Heidelberg,Germany,Europe,0,1986,Physics,1,1/2,received,"for his fundamental work in electron optics, and for the design of the first electron microscope",5038251,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,80
444,Erwin Neher,male,1944,Landsberg,Germany,Europe,1,1991,Physiology or Medicine,1,1/2,received,for their discoveries concerning the function of single ion channels in cells,10663069,Max-Planck-Institut für Biophysikalische Chemie,Göttingen,Germany,47
39,Erwin Schrödinger,male,1887,Vienna,Austria,Europe,0,1933,Physics,1,1/2,received,for the discovery of new productive forms of atomic theory,6654496,Berlin University,Berlin,Germany,46
983,Esther Duflo,female,1972,Paris,France,Europe,1,2019,Economic Sciences,2,1/3,received,for their experimental approach to alleviating global poverty,10866946,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,47
894,Eugene F. Fama,male,1939,"Boston, MA",USA,North America,1,2013,Economic Sciences,1,1/3,received,for their empirical analysis of asset prices,10284439,University of Chicago,"Chicago, IL",USA,74
608,Eugene O'Neill,male,1888,"New York, NY",USA,North America,0,1936,Literature,1,1,received,"for the power, honesty and deep-felt emotions of his dramatic works, which embody an original concept of tragedy",6040234,,,,48
78,Eugene Wigner,male,1902,Budapest,Hungary,Europe,0,1963,Physics,1,1/2,received,"for his contributions to the theory of the atomic nucleus and the elementary particles, particularly through the discovery and application of fundamental symmetry principles",3490429,Princeton University,"Princeton, NJ",USA,61
651,Eugenio Montale,male,1896,Genoa,Italy,Europe,0,1975,Literature,1,1,received,"for his distinctive poetry which, with great artistic sensitivity, has interpreted human values under the sign of an outlook on life with no illusions",4184870,,,,79
881,European Union,organization,1952,,,,1,2012,Peace,1,1,received,"for over six decades contributed to the advancement of peace and reconciliation, democracy and human rights in Europe",10278707,,,,60
649,Eyvind Johnson,male,1900,Svartbjörnsbyn,Sweden,Europe,0,1974,Literature,1,1/2,received,"for a narrative art, far-seeing in lands and ages, in the service of freedom",4011867,,,,74
929,F. Duncan M. Haldane,male,1951,London,United Kingdom,Europe,1,2016,Physics,2,1/4,received,for theoretical discoveries of topological phase transitions and topological phases of matter,10204759,Princeton University,"Princeton, NJ",USA,65
283,F. Sherwood Rowland,male,1927,"Delaware, OH",USA,North America,0,1995,Chemistry,3,1/3,received,"for their work in atmospheric chemistry, particularly concerning the formation and decomposition of ozone",11406186,University of California,"Irvine, CA",USA,68
556,F.W. de Klerk,male,1936,Johannesburg,South Africa,Africa,0,1993,Peace,2,1/2,received,"for their work for the peaceful termination of the apartheid regime, and for laying the foundations for a new democratic South Africa",11118431,,,,57
58,Felix Bloch,male,1905,Zurich,Switzerland,Europe,0,1952,Physics,1,1/2,received,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,3130684,Stanford University,"Stanford, CA",USA,47
379,Feodor Lynen,male,1911,Munich,Germany,Europe,0,1964,Physiology or Medicine,2,1/2,received,for their discoveries concerning the mechanism and regulation of the cholesterol and fatty acid metabolism,3476602,Max-Planck-Institut für Zellchemie,Munich,Germany,53
14,Ferdinand Braun,male,1850,Fulda,Germany,Europe,0,1909,Physics,2,1/2,received,in recognition of their contributions to the development of wireless telegraphy,8709162,Strasbourg University,Strasbourg,France,59
492,Ferdinand Buisson,male,1841,Paris,France,Europe,0,1927,Peace,1,1/2,received,for their contribution to the emergence in France and Germany of a public opinion which favours peaceful international cooperation,4417952,,,,86
1027,Ferenc Krausz,male,1962,Mór,Hungary,Europe,1,2023,Physics,2,1/3,received,for experimental methods that generate attosecond pulses of light for the study of electron dynamics in matter,11000000,Max Planck Institute of Quantum Optics,Garching,Germany,61
460,Ferid Murad,male,1936,"Whiting, IN",USA,North America,0,1998,Physiology or Medicine,3,1/3,received,for their discoveries concerning nitric oxide as a signalling molecule in the cardiovascular system,11941377,University of Texas Medical School at Houston,"Houston, TX",USA,62
786,Finn E. Kydland,male,1943,Gjesdal,Norway,Europe,1,2004,Economic Sciences,1,1/2,received,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,14460477,Carnegie Mellon University,"Pittsburgh, PA",USA,61
963,Frances H. Arnold,female,1956,"Pittsburgh, PA",USA,North America,1,2018,Chemistry,1,1/2,received,for the directed evolution of enzymes,11064000,California Institute of Technology (Caltech),"Pasadena, CA",USA,62
372,Francis Crick,male,1916,Northampton,United Kingdom,Europe,0,1962,Physiology or Medicine,1,1/3,received,for their discoveries concerning the molecular structure of nucleic acids and its significance for information transfer in living material,3487601,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,46
180,Francis W. Aston,male,1877,Harborne,United Kingdom,Europe,0,1922,Chemistry,1,1,received,"for his discovery, by means of his mass spectrograph, of isotopes, in a large number of non-radioactive elements, and for his enunciation of the whole-number rule",3867443,University of Cambridge,Cambridge,United Kingdom,45
699,Franco Modigliani,male,1918,Rome,Italy,Europe,0,1985,Economic Sciences,1,1,received,for his pioneering analyses of saving and of financial markets,4725513,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,67
887,François Englert,male,1932,Etterbeek,Belgium,Europe,1,2013,Physics,1,1/2,received,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",10284439,Université Libre de Bruxelles,Brussels,Belgium,81
380,François Jacob,male,1920,Nancy,France,Europe,0,1965,Physiology or Medicine,1,1/3,received,for their discoveries concerning genetic control of enzyme and virus synthesis,3421105,Institut Pasteur,Paris,France,45
623,François Mauriac,male,1885,Bordeaux,France,Europe,0,1952,Literature,1,1,received,for the deep spiritual insight and the artistic intensity with which he has in his novels penetrated the drama of human life,3130684,,,,67
824,Françoise Barré-Sinoussi,female,1947,Paris,France,Europe,1,2008,Physiology or Medicine,2,1/4,received,for their discovery of human immunodeficiency virus,13432401,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,61
494,Frank B. Kellogg,male,1856,"Potsdam, NY",USA,North America,0,1929,Peace,1,1,received,for his crucial role in bringing about the Briand-Kellogg Pact,6033512,,,,73
778,Frank Wilczek,male,1951,"New York, NY",USA,North America,1,2004,Physics,3,1/3,received,for the discovery of asymptotic freedom in the theory of the strong interaction,14460477,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,53
613,Frans Eemil Sillanpää,male,1888,Hämeenkyrö,Finland,Europe,0,1939,Literature,1,1,received,for his deep understanding of his country's peasantry and the exquisite art with which he has portrayed their way of life and their relationship with Nature,5197496,,,,51
193,Frédéric Joliot,male,1900,Paris,France,Europe,0,1935,Chemistry,1,1/2,received,in recognition of their synthesis of new radioactive elements,6143478,Institut du Radium,Paris,France,35
573,Frédéric Mistral,male,1830,Maillane,France,Europe,0,1904,Literature,1,1/2,received,"in recognition of the fresh originality and true inspiration of his poetic production, which faithfully reflects the natural scenery and native spirit of his people, and, in addition, his significant work as a Proven&ccedil;al philologist",9549412,,,,74
463,Frédéric Passy,male,1822,Paris,France,Europe,0,1901,Peace,2,1/2,received,"for his lifelong work for international peace conferences, diplomacy and arbitration",10531894,,,,79
358,Frederick C. Robbins,male,1916,"Auburn, AL",USA,North America,0,1954,Physiology or Medicine,3,1/3,received,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,3245708,Western Reserve University,"Cleveland, OH",USA,38
313,Frederick G. Banting,male,1891,Alliston,Canada,North America,0,1923,Physiology or Medicine,1,1/2,received,for the discovery of insulin,3895958,University of Toronto,Toronto,Canada,32
148,Frederick Reines,male,1918,"Paterson, NJ",USA,North America,0,1995,Physics,2,1/2,received,for the detection of the neutrino,11406186,University of California,"Irvine, CA",USA,77
222,Frederick Sanger,male,1918,Rendcombe,United Kingdom,Europe,0,1958,Chemistry,1,1,received,"for his work on the structure of proteins, especially that of insulin",3253674,University of Cambridge,Cambridge,United Kingdom,40
222,Frederick Sanger,male,1918,Rendcombe,United Kingdom,Europe,0,1980,Chemistry,3,1/4,received,for their contributions concerning the determination of base sequences in nucleic acids,3552364,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,62
179,Frederick Soddy,male,1877,Eastbourne,United Kingdom,Europe,0,1921,Chemistry,1,1,received,"for his contributions to our knowledge of the chemistry of radioactive substances, and his investigations into the origin and nature of isotopes",3113620,University of Oxford,Oxford,United Kingdom,44
474,Fredrik Bajer,male,1837,Næstved,Denmark,Europe,0,1908,Peace,2,1/2,received,"for their long time work for the cause of peace as politicians, peace society leaders, orators and authors",8709162,,,,71
487,Fridtjof Nansen,male,1861,Oslo,Norway,Europe,0,1922,Peace,1,1,received,"for his leading role in the repatriation of prisoners of war, in international relief work and as the League of Nations' High Commissioner for refugees",3867443,,,,61
190,Friedrich Bergius,male,1884,"Goldschmieden, near Breslau",Poland,Europe,0,1931,Chemistry,2,1/2,received,in recognition of their contributions to the invention and development of chemical high pressure methods,6439352,University of Heidelberg,Heidelberg,Germany,47
685,Friedrich von Hayek,male,1899,Vienna,Austria,Europe,0,1974,Economic Sciences,2,1/2,received,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",4011867,,,,75
508,Friends Service Council,organization,1647,London,London,Europe,1,1947,Peace,1,1/2,received,"for their pioneering work in the international peace movement and compassionate effort to relieve human suffering, thereby promoting the fraternity between nations",3582926,,,,300
60,Frits Zernike,male,1888,Amsterdam,the Netherlands,Europe,0,1953,Physics,1,1,received,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",3156643,Groningen University,Groningen,the Netherlands,65
177,Fritz Haber,male,1868,Wroclaw,Poland,Europe,0,1918,Chemistry,1,1,received,for the synthesis of ammonia from its elements,3500510,Kaiser-Wilhelm-Institut (now Fritz-Haber-Institut) für physikalische Chemie und Electrochemie,Berlin-Dahlem,Germany,50
355,Fritz Lipmann,male,1899,Kaliningrad,Russia,Europe,0,1953,Physiology or Medicine,2,1/2,received,for his discovery of co-enzyme A and its importance for intermediary metabolism,3156643,Harvard Medical School,"Boston, MA",USA,54
181,Fritz Pregl,male,1869,Ljubljana,Slovenia,Europe,0,1923,Chemistry,1,1,received,for his invention of the method of micro-analysis of organic substances,3895958,Graz University,Graz,Austria,54
659,Gabriel García Márquez,male,1927,Aracataca,Colombia,South America,0,1982,Literature,1,1,received,"for his novels and short stories, in which the fantastic and the realistic are combined in a richly composed world of imagination, reflecting a continent's life and conflicts",3814029,,,,55
12,Gabriel Lippmann,male,1845,Hollerich,Luxembourg,Europe,0,1908,Physics,1,1,received,for his method of reproducing colours photographically based on the phenomenon of interference,8709162,Sorbonne University,Paris,France,63
615,Gabriela Mistral,female,1889,Vicuña,Chile,South America,0,1945,Literature,1,1,received,"for her lyric poetry which, inspired by powerful emotions, has made her name a symbol of the idealistic aspirations of the entire Latin American world",3073325,,,,56
734,Gao Xingjian,male,1940,Ganzhou,China,Asia,1,2000,Literature,1,1,received,"for an œuvre of universal validity, bitter insights and linguistic ingenuity, which has opened new paths for the Chinese novel and drama",13932169,,,,60
708,Gary Becker,male,1930,"Pottsville, PA",USA,North America,0,1992,Economic Sciences,1,1,received,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",11290505,University of Chicago,"Chicago, IL",USA,62
245,Geoffrey Wilkinson,male,1921,Todmorden,United Kingdom,Europe,0,1973,Chemistry,2,1/2,received,"for their pioneering work, performed independently, on the chemistry of the organometallic, so called sandwich compounds",4095993,Imperial College,London,United Kingdom,52
371,Georg von Békésy,male,1899,Budapest,Hungary,Europe,0,1961,Physiology or Medicine,1,1,received,for his discoveries of the physical mechanism of stimulation within the cochlea,3538571,Harvard University,"Cambridge, MA",USA,62
253,Georg Wittig,male,1897,Berlin,Germany,Europe,0,1979,Chemistry,2,1/2,received,"for their development of the use of boron- and phosphorus-containing compounds, respectively, into important reagents in organic synthesis",3673307,University of Heidelberg,Heidelberg,Germany,82
744,George A. Akerlof,male,1940,"New Haven, CT",USA,North America,1,2001,Economic Sciences,1,1/3,received,for their analyses of markets with asymmetric information,15114754,University of California,"Berkeley, CA",USA,61
280,George A. Olah,male,1927,Budapest,Hungary,Europe,0,1994,Chemistry,1,1,received,for his contribution to carbocation chemistry,11370684,University of Southern California,"Los Angeles, CA",USA,67
364,George Beadle,male,1903,"Wahoo, NE",USA,North America,0,1958,Physiology or Medicine,1,1/4,received,for their discovery that genes act by regulating definite chemical events,3253674,California Institute of Technology (Caltech),"Pasadena, CA",USA,55
596,George Bernard Shaw,male,1856,Dublin,Ireland,Europe,0,1925,Literature,1,1,received,"for his work which is marked by both idealism and humanity, its stimulating satire often being infused with a singular poetic beauty",3947396,,,,69
514,George C. Marshall,male,1880,"Uniontown, PA",USA,North America,0,1953,Peace,1,1,received,for proposing and supervising the plan for the economic recovery of Europe,3156643,,,,73
421,George D. Snell,male,1903,"Bradford, MA",USA,North America,0,1980,Physiology or Medicine,3,1/3,received,for their discoveries concerning genetically determined structures on the cell surface that regulate immunological reactions,3552364,Jackson Laboratory,"Bar Harbor, ME",USA,77
201,George de Hevesy,male,1885,Budapest,Hungary,Europe,0,1943,Chemistry,1,1,received,for his work on the use of isotopes as tracers in the study of chemical processes,3098997,Stockholm University,Stockholm,Sweden,58
405,George E. Palade,male,1912,Iasi,Romania,Europe,0,1974,Physiology or Medicine,3,1/3,received,for their discoveries concerning the structural and functional organization of the cell,4011867,"Yale University, School of Medicine","New Haven, CT",USA,62
840,George E. Smith,male,1930,"White Plains, NY",USA,North America,1,2009,Physics,3,1/4,received,for the invention of an imaging semiconductor circuit - the CCD sensor,13471654,Bell Laboratories,"Murray Hill, NJ",USA,79
805,George F. Smoot,male,1945,"Yukon, FL",USA,North America,1,2006,Physics,2,1/2,received,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,14202095,University of California,"Berkeley, CA",USA,61
439,George H. Hitchings,male,1905,"Hoquiam, WA",USA,North America,0,1988,Physiology or Medicine,3,1/3,received,for their discoveries of important principles for drug treatment,5711100,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,83
326,George H. Whipple,male,1878,"Ashland, NH",USA,North America,0,1934,Physiology or Medicine,1,1/3,received,for their discoveries concerning liver therapy in cases of anaemia,6352736,University of Rochester,"Rochester, NY",USA,56
696,George J. Stigler,male,1911,"Renton, WA",USA,North America,0,1982,Economic Sciences,1,1,received,"for his seminal studies of industrial structures, functioning of markets and causes and effects of public regulation",3814029,University of Chicago,"Chicago, IL",USA,71
964,George P. Smith,male,1941,"Norwalk, CT",USA,North America,1,2018,Chemistry,2,1/4,received,for the phage display of peptides and antibodies,11064000,University of Missouri,Columbia,USA,77
45,George Paget Thomson,male,1892,Cambridge,United Kingdom,Europe,0,1937,Physics,2,1/2,received,for their experimental discovery of the diffraction of electrons by crystals,5797734,London University,London,United Kingdom,45
235,George Porter,male,1920,Stainforth,United Kingdom,Europe,0,1967,Chemistry,3,1/4,received,"for their studies of extremely fast chemical reactions, effected by disturbing the equilibrium by means of very short pulses of energy",3495735,Royal Institution of Great Britain,London,United Kingdom,47
327,George R. Minot,male,1885,"Boston, MA",USA,North America,0,1934,Physiology or Medicine,2,1/3,received,for their discoveries concerning liver therapy in cases of anaemia,6352736,Harvard University,"Cambridge, MA",USA,49
387,George Wald,male,1906,"New York, NY",USA,North America,0,1967,Physiology or Medicine,3,1/3,received,for their discoveries concerning the primary physiological and chemical visual processes in the eye,3495735,Harvard University,"Cambridge, MA",USA,61
142,Georges Charpak,male,1924,Dabrovica,Poland,Europe,0,1992,Physics,1,1,received,"for his invention and development of particle detectors, in particular the multiwire proportional chamber",11290505,École Supérieure de Physique et Chimie,Paris,France,68
430,Georges J.F. Köhler,male,1946,Munich,Germany,Europe,0,1984,Physiology or Medicine,2,1/3,received,for theories concerning the specificity in development and control of the immune system and the discovery of the principle for production of monoclonal antibodies,4649450,Basel Institute for Immunology,Basel,Switzerland,38
517,Georges Pire,male,1910,Dinant,Belgium,Europe,0,1958,Peace,1,1,received,for his efforts to help refugees to leave their camps and return to a life of freedom and dignity,3253674,,,,48
398,Gerald M. Edelman,male,1929,"New York, NY",USA,North America,0,1972,Physiology or Medicine,1,1/2,received,for their discoveries concerning the chemical structure of antibodies,4113011,Rockefeller University,"New York, NY",USA,43
697,Gerard Debreu,male,1921,Calais,France,Europe,0,1983,Economic Sciences,1,1,received,for having incorporated new analytical methods into economic theory and for his rigorous reformulation of the theory of general equilibrium,4567371,University of California,"Berkeley, CA",USA,62
961,Gérard Mourou,male,1944,Albertville,France,Europe,1,2018,Physics,2,1/4,received,"for their method of generating high-intensity, ultra-short optical pulses",11064000,École Polytechnique,Palaiseau,France,74
158,Gerardus 't Hooft,male,1946,Den Helder,the Netherlands,Europe,1,1999,Physics,1,1/2,received,for elucidating the quantum structure of electroweak interactions in physics,12353799,Utrecht University,Utrecht,the Netherlands,53
128,Gerd Binnig,male,1947,Frankfurt-on-the-Main,Germany,Europe,1,1986,Physics,2,1/4,received,for their design of the scanning tunneling microscope,5038251,IBM Zurich Research Laboratory,Rüschlikon,Switzerland,39
334,Gerhard Domagk,male,1895,Lagow,Poland,Europe,0,1939,Physiology or Medicine,1,1,received,for the discovery of the antibacterial effects of prontosil,5197496,Munster University,Munster,Germany,44
816,Gerhard Ertl,male,1936,Bad Cannstatt,Germany,Europe,1,2007,Chemistry,1,1,received,for his studies of chemical processes on solid surfaces,13893912,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,71
240,Gerhard Herzberg,male,1904,Hamburg,Germany,Europe,0,1971,Chemistry,1,1,received,"for his contributions to the knowledge of electronic structure and geometry of molecules, particularly free radicals",4083661,National Research Council of Canada,Ottawa,Canada,67
582,Gerhart Hauptmann,male,1862,Bad Salzbrunn,Poland,Europe,0,1912,Literature,1,1,received,"primarily in recognition of his fruitful, varied and outstanding production in the realm of dramatic art",8302492,,,,50
438,Gertrude B. Elion,female,1918,"New York, NY",USA,North America,0,1988,Physiology or Medicine,2,1/3,received,for their discoveries of important principles for drug treatment,5711100,Wellcome Research Laboratories,"Research Triangle Park, NC",USA,70
344,Gerty Cori,female,1896,Prague,Czech Republic,Europe,0,1947,Physiology or Medicine,2,1/4,received,for their discovery of the course of the catalytic conversion of glycogen,3582926,Washington University,"St. Louis, MO",USA,51
1001,Giorgio Parisi,male,1948,Rome,Italy,Europe,1,2021,Physics,3,1/2,received,for the discovery of the interplay of disorder and fluctuations in physical systems from atomic to planetary scales,11760204,Sapienza University of Rome,Rome,Italy,73
635,Giorgos Seferis,male,1900,Izmir,Turkey,Asia,0,1963,Literature,1,1,received,"for his eminent lyrical writing, inspired by a deep feeling for the Hellenic world of culture",3490429,,,,63
576,Giosuè Carducci,male,1835,Val di Castello,Italy,Europe,0,1906,Literature,1,1,received,"not only in consideration of his deep learning and critical research, but above all as a tribute to the creative energy, freshness of style, and lyrical force which characterize his poetic masterpieces",9123585,,,,71
229,Giulio Natta,male,1903,Imperia,Italy,Europe,0,1963,Chemistry,2,1/2,received,for their discoveries in the field of the chemistry and technology of high polymers,3490429,Institute of Technology,Milan,Italy,60
213,Glenn T. Seaborg,male,1912,"Ishpeming, MI",USA,North America,0,1951,Chemistry,2,1/2,received,for their discoveries in the chemistry of the transuranium elements,3302100,University of California,"Berkeley, CA",USA,39
418,Godfrey N. Hounsfield,male,1919,Newark,United Kingdom,Europe,0,1979,Physiology or Medicine,2,1/2,received,for the development of computer assisted tomography,3673307,"Central Research Laboratories, EMI",London,United Kingdom,60
810,Grameen Bank,organization,1976,Dhaka,Dhaka,Asia,1,2006,Peace,2,1/2,received,for their efforts to create economic and social development from below,14202095,,,,30
597,Grazia Deledda,female,1871,"Nuoro, Sardinia",Italy,Europe,0,1926,Literature,1,1,received,for her idealistically inspired writings which with plastic clarity picture the life on her native island and with depth and sympathy deal with human problems in general,4023773,,,,55
972,Gregg L. Semenza,male,1956,"New York, NY",USA,North America,1,2019,Physiology or Medicine,3,1/3,received,for their discoveries of how cells sense and adapt to oxygen availability,10866946,Johns Hopkins University,"Baltimore, MD",USA,63
13,Guglielmo Marconi,male,1874,Bologna,Italy,Europe,0,1909,Physics,1,1/2,received,in recognition of their contributions to the development of wireless telegraphy,8709162,Marconi Wireless Telegraph Co. Ltd.,London,United Kingdom,35
1009,Guido W. Imbens,male,1963,Geldrop,the Netherlands,Europe,1,2021,Economic Sciences,3,1/4,received,for their methodological contributions to the analysis of causal relationships,11760204,Stanford University,"Stanford, CA",USA,58
684,Gunnar Myrdal,male,1898,Skattungbyn,Sweden,Europe,0,1974,Economic Sciences,1,1/2,received,"for their pioneering work in the theory of money and economic fluctuations and for their penetrating analysis of the interdependence of economic, social and institutional phenomena",4011867,,,,76
461,Günter Blobel,male,1936,Niegoslawice,Poland,Europe,0,1999,Physiology or Medicine,1,1,received,for the discovery that proteins have intrinsic signals that govern their transport and localization in the cell,12353799,Rockefeller University,"New York, NY",USA,63
676,Günter Grass,male,1927,Gdansk,Poland,Europe,0,1999,Literature,1,1,received,whose frolicsome black fables portray the forgotten face of history,12353799,,,,72
17,Gustaf Dalén,male,1869,Stenstorp,Sweden,Europe,0,1912,Physics,1,1,received,for his invention of automatic regulators for use in conjunction with gas accumulators for illuminating lighthouses and buoys,8302492,Swedish Gas-Accumulator Co.,"Lidingö, Stockholm",Sweden,43
31,Gustav Hertz,male,1887,Hamburg,Germany,Europe,0,1925,Physics,2,1/2,received,for their discovery of the laws governing the impact of an electron upon an atom,3947396,Halle University,Halle,Germany,38
491,Gustav Stresemann,male,1878,Berlin,Germany,Europe,0,1926,Peace,2,1/2,received,for their crucial role in bringing about the Locarno Treaty,4023773,,,,48
777,H. David Politzer,male,1949,"New York, NY",USA,North America,1,2004,Physics,2,1/3,received,for the discovery of asymptotic freedom in the theory of the strong interaction,14460477,California Institute of Technology (Caltech),"Pasadena, CA",USA,55
389,H. Gobind Khorana,male,1922,Raipur,India,Asia,0,1968,Physiology or Medicine,2,1/3,received,for their interpretation of the genetic code and its function in protein synthesis,3752326,University of Wisconsin,"Madison, WI",USA,46
751,H. Robert Horvitz,male,1947,"Chicago, IL",USA,North America,1,2002,Physiology or Medicine,2,1/3,received,for their discoveries concerning genetic regulation of organ development and programmed cell death',14794608,Massachusetts Institute of Technology (MIT),"Cambridge, MA",USA,55
626,Halldór Laxness,male,1902,Reykjavik,Iceland,Europe,0,1955,Literature,1,1,received,for his vivid epic power which has renewed the great narrative art of Iceland,3296566,,,,53
